249078;1
249072;1
249073;1
249072;1
249073;1
249076;1
244346;1
249077;1
244349;1
244347;1
249073;1
234913;1
249070;1
249077;1
244349;1
249072;1
249072;1
249074;1
249077;1
249070;1
249071;1
249076;1
249071;1
244350;1
249072;1
244344;1
249074;1
244347;1
249071;1
244348;1
244346;1
249075;1
244349;1
249076;1
249074;1
249070;1
249071;1
249077;1
223211;1
249078;1
249070;1
249077;1
249071;1
249074;1
249074;1
249070;1
244346;1
249075;1
244350;1
225730;1
249075;1
244350;1
249072;1
249069;1
249066;1
249067;1
222575;1
196928;1
196928;1
249072;1
249072;1
249072;1
244347;1
249074;1
249077;1
249072;1
249077;1
249072;1
249078;1
249076;1
245980;1
249070;1
244350;1
249075;1
249073;1
249075;1
244349;1
249077;1
249073;1
244351;1
249077;1
249070;1
249067;1
249069;1
244341;1
249066;1
249065;1
223211;1
223211;1
223211;1
249077;1
249076;1
249076;1
249078;1
249074;1
249077;1
249071;1
244349;1
249074;1
244346;1
244344;1
244351;1
244347;1
249075;1
244351;1
249071;1
249073;1
249072;1
249077;1
244349;1
249075;1
249071;1
249073;1
248319;1
248319;1
248319;1
244449;1
248319;1
248319;1
248319;1
248319;1
244452;1
248319;1
248319;1
248319;1
248319;1
244449;1
234460;1
248319;1
248319;1
248319;1
248319;1
244448;1
248319;1
248319;1
248319;1
248319;1
233243;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
235107;1
235107;1
248319;1
244452;1
248319;1
235112;1
244448;1
248319;1
248319;1
248319;1
248319;1
248319;1
244449;1
244452;1
248319;1
248319;1
233243;1
248319;1
235110;1
248319;1
248319;1
248319;1
244451;1
244451;1
248319;1
248319;1
248319;1
248319;1
248319;1
235107;1
248319;1
244448;1
248319;1
244450;1
248319;1
248319;1
244450;1
248319;1
248319;1
235112;1
248319;1
225763;1
233242;1
225761;1
248319;1
248319;1
248319;1
244448;1
235113;1
248319;1
234462;1
248319;1
248319;1
248319;1
244452;1
234461;1
235107;1
248319;1
248319;1
248319;1
248319;1
248319;1
244450;1
248319;1
248319;1
248319;1
244452;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
244451;1
248319;1
248319;1
248319;1
244448;1
248319;1
248319;1
248319;1
248319;1
248319;1
244452;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
235107;1
235108;1
248319;1
248319;1
244452;1
248319;1
248319;1
248319;1
244449;1
248319;1
235107;1
248319;1
248319;1
248319;1
244449;1
248319;1
248319;1
248319;1
248319;1
244450;1
248319;1
248319;1
244451;1
248319;1
248319;1
248319;1
235109;1
248319;1
248319;1
235107;1
225761;1
235110;1
244822;1
248319;1
248319;1
248319;1
225763;1
244452;1
244448;1
248319;1
248319;1
248319;1
248319;1
248319;1
233243;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
248319;1
