239431;1
237481;1
238414;1
239010;1
238025;1
250107;1
250103;1
250103;1
250094;1
226969;1
250079;1
235310;1
239568;1
250079;1
250079;1
250079;1
250079;1
250079;1
250079;1
227314;1
226248;1
239568;1
238815;1
237954;1
241151;1
237954;1
235310;1
235310;1
235310;1
227185;1
235310;1
236903;1
236903;1
227185;1
238414;1
238414;1
238414;1
238414;1
227185;1
238494;1
250077;1
238025;1
239386;1
238414;1
238414;1
234454;1
234454;1
238025;1
238513;1
240574;1
238414;1
242379;1
238808;1
226870;1
238839;1
238839;1
242379;1
238482;1
240981;1
237968;1
240983;1
