249458;1
249460;1
249453;1
249454;1
249458;1
249460;1
249453;1
249454;1
249461;1
249463;1
249462;1
249458;1
249464;1
249457;1
249458;1
249458;1
249453;1
249454;1
249452;1
249452;1
249464;1
249464;1
249453;1
249454;1
249458;1
249460;1
249461;1
249457;1
249464;1
249464;1
249460;1
249462;1
249463;1
249461;1
249453;1
249454;1
249460;1
249460;1
250130;1
249462;1
249458;1
249458;1
249453;1
249453;1
249462;1
249458;1
249460;1
249460;1
249452;1
249456;1
249462;1
249454;1
249463;1
249456;1
249462;1
249462;1
249454;1
249457;1
249453;1
249454;1
249460;1
249460;1
249457;1
249457;1
249464;1
249461;1
249460;1
249459;1
249453;1
249463;1
249462;1
