249893;1
249892;1
249224;1
231368;1
249224;1
249224;1
249224;1
218945;1
218945;1
231368;1
249225;1
249227;1
249225;1
249225;1
249227;1
249223;1
249890;1
249892;1
249893;1
249891;1
249893;1
249892;1
249890;1
249893;1
249225;1
249223;1
249223;1
249223;1
249223;1
249227;1
249893;1
249893;1
249890;1
249892;1
249891;1
249891;1
249892;1
249892;1
249890;1
249892;1
249893;1
249893;1
249893;1
249890;1
249892;1
249891;1
249893;1
249891;1
240324;1
249892;1
228426;1
216791;1
232741;1
228426;1
228426;1
249456;1
249891;1
249891;1
249892;1
249890;1
228426;1
219806;1
227454;1
237175;1
231343;1
227454;1
216791;1
231368;1
228004;1
219806;1
221590;1
237175;1
221590;1
228004;1
228004;1
219806;1
228004;1
219806;1
