241007;1
226003;1
226009;1
226003;1
241007;1
241007;1
235313;1
235313;1
235313;1
235313;1
235313;1
235313;1
235313;1
228053;1
233745;1
190447;1
236348;1
236211;1
241131;1
249653;1
249652;1
249652;1
223984;1
214055;1
228516;1
228516;1
223935;1
241387;1
238135;1
235257;1
249653;1
223957;1
239039;1
239039;1
239039;1
249653;1
238475;1
249653;1
225269;1
195771;1
237950;1
237951;1
241006;1
241006;1
241006;1
228509;1
226002;1
228521;1
241388;1
241008;1
241008;1
241388;1
241132;1
249658;1
249658;1
249658;1
226273;1
249658;1
241139;1
228512;1
210481;1
228519;1
226003;1
228509;1
226003;1
226002;1
228519;1
241386;1
241387;1
228521;1
241386;1
241006;1
241007;1
